NDC,Proprietary Name,Non-Proprietary Name,Dosage Form,Route Name,Company Name,Product Type
0115-1559,Oxycodone Hydrochloride,Oxycodone Hydrochloride,"Tablet, Film Coated, Extended Release",Oral,Amneal Pharmaceuticals Of New York Llc,Human Prescription Drug
0115-1560,Oxycodone Hydrochloride,Oxycodone Hydrochloride,"Tablet, Film Coated, Extended Release",Oral,Amneal Pharmaceuticals Of New York Llc,Human Prescription Drug
0115-1561,Oxycodone Hydrochloride,Oxycodone Hydrochloride,"Tablet, Film Coated, Extended Release",Oral,Amneal Pharmaceuticals Of New York Llc,Human Prescription Drug
0115-1562,Oxycodone Hydrochloride,Oxycodone Hydrochloride,"Tablet, Film Coated, Extended Release",Oral,Amneal Pharmaceuticals Of New York Llc,Human Prescription Drug
0121-0826,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Solution,Oral,"Pharmaceutical Associates, Inc.",Human Prescription Drug
0121-0827,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Solution,Oral,"Pharmaceutical Associates, Inc.",Human Prescription Drug
0121-4827,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Solution,Oral,"Pharmaceutical Associates, Inc.",Human Prescription Drug
0121-4839,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Solution,Oral,"Pharmaceutical Associates, Inc.",Human Prescription Drug
0406-0552,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,Specgx Llc,Human Prescription Drug
0406-8510,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,Specgx Llc,Human Prescription Drug
0406-8515,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,Specgx Llc,Human Prescription Drug
0406-8520,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,Specgx Llc,Human Prescription Drug
0406-8530,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,Specgx Llc,Human Prescription Drug
0406-8556,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Solution,Oral,Specgx Llc,Human Prescription Drug
0406-8557,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Solution,Oral,Specgx Llc,Human Prescription Drug
0527-1774,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Capsule,Oral,"Lannett Company, Inc.",Human Prescription Drug
0591-2693,Oxycodone Hydrochloride,Oxycodone Hydrochloride,"Tablet, Film Coated, Extended Release",Oral,"Actavis Pharma, Inc.",Human Prescription Drug
0591-2708,Oxycodone Hydrochloride,Oxycodone Hydrochloride,"Tablet, Film Coated, Extended Release",Oral,"Actavis Pharma, Inc.",Human Prescription Drug
0904-6444,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,Major Pharmaceuticals,Human Prescription Drug
0904-6445,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,Major Pharmaceuticals,Human Prescription Drug
0904-6678,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Solution,Oral,Major Pharmaceuticals,Human Prescription Drug
0904-6743,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,Major Pharmaceuticals,Human Prescription Drug
0904-6828,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Solution,Oral,Major Pharmaceuticals,Human Prescription Drug
0904-6966,Oxycodone Hydrochloride,Oxycodone,Tablet,Oral,Major Pharmaceuticals,Human Prescription Drug
0904-7180,Oxycodone Hydrochloride,Oxycodone,Tablet,Oral,Major Pharmaceuticals,Human Prescription Drug
10702-008,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,"Kvk-tech,inc",Human Prescription Drug
10702-009,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,"Kvk-tech,inc",Human Prescription Drug
10702-018,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,"Kvk-tech,inc",Human Prescription Drug
10702-023,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Capsule,Oral,"Kvk-tech, Inc.",Human Prescription Drug
10702-056,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,"Kvk-tech,inc",Human Prescription Drug
10702-057,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,"Kvk-tech,inc",Human Prescription Drug
10702-171,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Solution,Oral,"Kvk-tech, Inc.",Human Prescription Drug
10702-183,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Solution,Oral,"Kvk-tech, Inc.",Human Prescription Drug
13107-055,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,"Aurolife Pharma, Llc",Human Prescription Drug
13107-056,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,"Aurolife Pharma, Llc",Human Prescription Drug
13107-057,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,"Aurolife Pharma, Llc",Human Prescription Drug
17856-0390,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Solution,Oral,Atlantic Biologicals Corp.,Human Prescription Drug
17856-0826,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Solution,Oral,Atlantic Biologicals Corp.,Human Prescription Drug
17856-0920,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Solution,Oral,Atlantic Biologicals Corp.,Human Prescription Drug
31722-109,Oxycodone Hydrochloride,Oxycodone Hydrochloride,"Tablet, Extended Release",Oral,"Camber Pharmaceuticals, Inc.",Human Prescription Drug
31722-110,Oxycodone Hydrochloride,Oxycodone Hydrochloride,"Tablet, Extended Release",Oral,"Camber Pharmaceuticals, Inc.",Human Prescription Drug
31722-111,Oxycodone Hydrochloride,Oxycodone Hydrochloride,"Tablet, Extended Release",Oral,"Camber Pharmaceuticals, Inc.",Human Prescription Drug
31722-917,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,Camber Pharmaceuticals Inc,Human Prescription Drug
31722-918,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,Camber Pharmaceuticals Inc,Human Prescription Drug
42806-005,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,"Epic Pharma, Llc",Human Prescription Drug
42806-006,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,"Epic Pharma, Llc",Human Prescription Drug
42806-007,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,"Epic Pharma, Llc",Human Prescription Drug
42806-008,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,"Epic Pharma, Llc",Human Prescription Drug
42806-009,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,"Epic Pharma, Llc",Human Prescription Drug
42858-001,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,Rhodes Pharmaceuticals L.p.,Human Prescription Drug
42858-002,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,Rhodes Pharmaceuticals L.p.,Human Prescription Drug
42858-003,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,Rhodes Pharmaceuticals L.p.,Human Prescription Drug
42858-004,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,Rhodes Pharmaceuticals L.p.,Human Prescription Drug
42858-005,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,Rhodes Pharmaceuticals L.p.,Human Prescription Drug
42858-010,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Solution,Oral,Rhodes Pharmaceuticals L.p.,Human Prescription Drug
43386-430,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,"Lupin Pharmaceuticals,inc.",Human Prescription Drug
43386-431,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,"Lupin Pharmaceuticals,inc.",Human Prescription Drug
43386-432,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,"Lupin Pharmaceuticals,inc.",Human Prescription Drug
43386-433,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,"Lupin Pharmaceuticals,inc.",Human Prescription Drug
43386-434,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,"Lupin Pharmaceuticals,inc.",Human Prescription Drug
43386-920,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Solution,Oral,"Lupin Pharmaceuticals, Inc.",Human Prescription Drug
47781-263,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,"Alvogen, Inc.",Human Prescription Drug
47781-264,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,"Alvogen, Inc.",Human Prescription Drug
47781-265,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,"Alvogen, Inc.",Human Prescription Drug
48433-347,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Solution,Oral,"Safecor Health, Llc",Human Prescription Drug
50383-961,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Solution,Oral,Akorn,Human Prescription Drug
50383-964,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Solution,Oral,"Hi-tech Pharmacal Co., Inc.",Human Prescription Drug
55700-174,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,Lake Erie Medical Dba Quality Care Products Llc,Human Prescription Drug
55700-509,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,"Quality Care Products, Llc",Human Prescription Drug
57664-187,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,"Sun Pharmaceutical Industries, Inc.",Human Prescription Drug
57664-223,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,"Sun Pharmaceutical Industries, Inc.",Human Prescription Drug
57664-224,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,"Sun Pharmaceutical Industries, Inc.",Human Prescription Drug
57664-370,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,"Sun Pharmaceutical Industries, Inc.",Human Prescription Drug
57664-371,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,"Sun Pharmaceutical Industries, Inc.",Human Prescription Drug
60429-516,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,Golden State Medical Supply,Human Prescription Drug
60429-517,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,Golden State Medical Supply,Human Prescription Drug
60429-519,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,Golden State Medical Supply,Human Prescription Drug
60429-520,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,Golden State Medical Supply,Human Prescription Drug
60429-521,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,Golden State Medical Supply,Human Prescription Drug
60432-706,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Solution,Oral,"Morton Grove Pharmaceuticals, Inc.",Human Prescription Drug
60687-406,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Solution,Oral,American Health Packaging,Human Prescription Drug
61919-048,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,Direct Rx,Human Prescription Drug
61919-444,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,Direct Rx,Human Prescription Drug
61919-820,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,Direct_rx,Human Prescription Drug
62559-151,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Solution,Oral,"Ani Pharmaceuticals, Inc.",Human Prescription Drug
62559-167,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Capsule,Oral,"Ani Pharmaceuticals, Inc.",Human Prescription Drug
63629-1174,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Solution,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-1927,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-1928,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-1929,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-1930,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-2104,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Solution,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-3775,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-4606,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-7399,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-8526,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-8889,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-8890,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
64950-353,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Solution,Oral,Genus Lifesciences Inc.,Human Prescription Drug
64950-354,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Solution,Oral,Genus Lifesciences Inc.,Human Prescription Drug
64950-901,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Capsule,Oral,Genus Lifesciences Inc.,Human Prescription Drug
65162-047,Oxycodone Hydrochloride,Oxycodone,Tablet,Oral,Amneal Pharmaceuticals Llc,Human Prescription Drug
65162-048,Oxycodone Hydrochloride,Oxycodone,Tablet,Oral,Amneal Pharmaceuticals Llc,Human Prescription Drug
65162-049,Oxycodone Hydrochloride,Oxycodone,Tablet,Oral,Amneal Pharmaceuticals Llc,Human Prescription Drug
65162-050,Oxycodone Hydrochloride,Oxycodone,Tablet,Oral,Amneal Pharmaceuticals Llc,Human Prescription Drug
65162-051,Oxycodone Hydrochloride,Oxycodone,Tablet,Oral,Amneal Pharmaceuticals Llc,Human Prescription Drug
66689-025,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Solution,Oral,"Vistapharm, Inc.",Human Prescription Drug
66689-401,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Solution,Oral,"Vistapharm, Inc.",Human Prescription Drug
66689-403,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Solution,Oral,"Vistapharm, Inc.",Human Prescription Drug
67296-0425,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,"Redpharm Drug, Inc.",Human Prescription Drug
67296-0832,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,"Redpharm Drug, Inc.",Human Prescription Drug
67296-1040,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,"Redpharm Drug, Inc.",Human Prescription Drug
67296-1324,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Solution,Oral,"Redpharm Drug, Inc.",Human Prescription Drug
67296-1376,Oxycodone Hydrochloride,Oxycodone Hydrochloride,"Tablet, Film Coated, Extended Release",Oral,"Redpharm Drug, Inc.",Human Prescription Drug
67296-1560,Oxycodone Hydrochloride,Oxycodone Hydrochloride,"Tablet, Film Coated, Extended Release",Oral,"Redpharm Drug, Inc.",Human Prescription Drug
67296-1595,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Solution,Oral,"Redpharm Drug, Inc.",Human Prescription Drug
68071-2368,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,"Nucare Pharmaceuticals,inc.",Human Prescription Drug
68071-2536,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,"Nucare Pharmaceuticals,inc,",Human Prescription Drug
68071-5055,Oxycodone Hydrochloride,Oxycodone,Tablet,Oral,"Nucare Pharmaceuticals,inc.",Human Prescription Drug
68084-354,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,American Health Packaging,Human Prescription Drug
68084-968,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,American Health Packaging,Human Prescription Drug
68084-975,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,American Health Packaging,Human Prescription Drug
68084-983,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,American Health Packaging,Human Prescription Drug
68094-005,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,"Precision Dose, Inc.",Human Prescription Drug
68094-801,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Solution,Oral,"Precision Dose, Inc.",Human Prescription Drug
68308-020,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Solution,Oral,Mayne Pharma Inc.,Human Prescription Drug
68308-145,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Capsule,Oral,Mayne Pharma Inc.,Human Prescription Drug
68382-793,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,Zydus Pharmaceuticals (usa) Inc.,Human Prescription Drug
68382-794,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,Zydus Pharmaceuticals (usa) Inc.,Human Prescription Drug
68382-795,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,Zydus Pharmaceuticals (usa) Inc.,Human Prescription Drug
68382-796,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,Zydus Pharmaceuticals (usa) Inc.,Human Prescription Drug
68382-797,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,Zydus Pharmaceuticals (usa) Inc.,Human Prescription Drug
68462-204,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Capsule,Oral,"Glenmark Pharmaceuticals, Inc",Human Prescription Drug
68462-347,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Solution,Oral,"Glenmark Pharmaceuticals, Inc",Human Prescription Drug
70752-136,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Solution,Oral,Quagen Pharmaceuticals Llc,Human Prescription Drug
70752-137,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Solution,Oral,Quagen Pharmaceuticals Llc,Human Prescription Drug
71335-0115,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
71335-0677,Oxycodone Hydrochloride,Oxycodone,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
71335-0981,Oxycodone Hydrochloride,Oxycodone,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
71335-1009,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
71335-1023,Oxycodone Hydrochloride,Oxycodone,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
71335-1080,Oxycodone Hydrochloride,Oxycodone,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
71335-1245,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
71335-1361,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
71335-1413,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
71335-1414,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
71335-1421,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
71335-1422,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
71930-022,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Solution,Oral,Eywa Pharma Inc,Human Prescription Drug
71930-023,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Solution,Oral,Eywa Pharma Inc,Human Prescription Drug
72189-094,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,Direct Rx,Human Prescription Drug
72189-095,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,Direct Rx,Human Prescription Drug
72865-128,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,"Xlcare Pharmaceuticals, Inc",Human Prescription Drug
72865-129,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Tablet,Oral,"Xlcare Pharmaceuticals, Inc",Human Prescription Drug
29033-405,Oxycodone Hydrochloride And Acetaminophen,Oxycodone Hydrochloride And Acetaminophen,Solution,Oral,"Nostrum Laboratories, Inc.",Human Prescription Drug
72887-648,Oxycodone Hydrochloride And Acetaminophen,Oxycodone Hydrochloride And Acetaminophen,Solution,Oral,Fh2 Pharma Llc,Human Prescription Drug
13107-261,Oxycodone Hydrochloride Oral Solution,Oxycodone Hydrochloride Oral Solution,Solution,Oral,"Aurolife Pharma, Llc",Human Prescription Drug
13107-262,Oxycodone Hydrochloride Oral Solution,Oxycodone Hydrochloride Oral Solution,Solution,Oral,"Aurolife Pharma, Llc",Human Prescription Drug
61919-432,Oxycodone/apap,Oxycodone/apap,Tablet,Oral,Direct Rx,Human Prescription Drug
61919-524,Oxycodone/apap,Oxycodone/apap,Tablet,Oral,Directrx,Human Prescription Drug
61919-835,Oxycodone/apap,Oxycodone/apap,Tablet,Oral,Direct_rx,Human Prescription Drug
